GeneID	Genome	Start	End	Strand	Annotation
OG_1064	3300007524_____Ga0105481_1000121	25373	25849	+	nan
OG_71	3300007524_____Ga0105481_1000121	28790	29479	+	nan
OG_1403	3300007524_____Ga0105481_1000121	71979	72143	-	nan
OG_1601	3300007524_____Ga0105481_1000121	72804	73115	-	nan
OG_1407	3300007524_____Ga0105481_1000121	93919	94356	-	nan
OG_3200	3300007524_____Ga0105481_1000121	94361	94492	-	nan
OG_681	3300007524_____Ga0105481_1000121	98210	98365	-	nan
OG_937	3300007524_____Ga0105481_1000121	98365	98529	-	11z110_unk
OG_3534	3300007524_____Ga0105481_1000121	99042	99626	-	nan
GeneID	Genome	Start	End	Strand	Annotation
UG_12	3300007669_____Ga0105546_100127	3	785	+	nan
OG_745	3300007669_____Ga0105546_100127	4652	4753	+	nan
UG_13	3300007669_____Ga0105546_100127	5385	6875	+	nan
OG_281	3300007669_____Ga0105546_100127	15521	16417	+	nan
OG_1473	3300007669_____Ga0105546_100127	16516	16854	+	nan
OG_3183	3300007669_____Ga0105546_100127	42792	43067	-	nan
OG_247	3300007669_____Ga0105546_100127	43674	43817	-	nan
OG_113	3300007669_____Ga0105546_100127	43814	44128	-	TRX
OG_534	3300007669_____Ga0105546_100127	45777	45893	-	nan
OG_739	3300007669_____Ga0105546_100127	47483	47701	-	nan
OG_116	3300007669_____Ga0105546_100127	47664	47963	-	nan
OG_724	3300007669_____Ga0105546_100127	61045	61326	-	nan
OG_738	3300007669_____Ga0105546_100127	63556	63705	-	nan
OG_736	3300007669_____Ga0105546_100127	63858	64064	-	nan
OG_734	3300007669_____Ga0105546_100127	64904	65068	-	nan
OG_2430	3300007669_____Ga0105546_100127	65584	66051	-	nan
OG_727	3300007669_____Ga0105546_100127	67575	67991	-	nan
OG_726	3300007669_____Ga0105546_100127	68997	69116	-	nan
OG_3313	3300007669_____Ga0105546_100127	70204	70383	-	nan
OG_725	3300007669_____Ga0105546_100127	79160	79267	+	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_40	3300007797_____Ga0105663_100162	1	2199	-	HNH,RNR
OG_356	3300007797_____Ga0105663_100162	5193	5897	-	LAGLIDADG
OG_1173	3300007797_____Ga0105663_100162	17374	17739	-	nan
OG_450	3300007797_____Ga0105663_100162	18534	18737	-	nan
OG_1168	3300007797_____Ga0105663_100162	18734	19252	-	nan
OG_15	3300007797_____Ga0105663_100162	20046	20942	-	nan
OG_1737	3300007797_____Ga0105663_100162	22362	22466	-	nan
OG_1736	3300007797_____Ga0105663_100162	23052	23264	-	nan
OG_622	3300007797_____Ga0105663_100162	24119	24379	-	nan
OG_1028	3300007797_____Ga0105663_100162	24930	25517	+	nan
OG_664	3300007797_____Ga0105663_100162	26709	26867	+	nan
OG_307	3300007797_____Ga0105663_100162	34457	35524	+	nan
OG_369	3300007797_____Ga0105663_100162	35529	37313	+	nan
OG_1740	3300007797_____Ga0105663_100162	37318	37641	+	nan
OG_499	3300007797_____Ga0105663_100162	37643	39019	+	nan
OG_1741	3300007797_____Ga0105663_100162	39401	40270	+	nan
OG_4788	3300007797_____Ga0105663_100162	40319	40555	+	nan
OG_28	3300007797_____Ga0105663_100162	41294	41551	+	nan
OG_376	3300007797_____Ga0105663_100162	43776	44948	+	gene77
OG_162	3300007797_____Ga0105663_100162	52181	52459	+	nan
OG_444	3300007797_____Ga0105663_100162	83811	84563	-	nan
OG_1738	3300007797_____Ga0105663_100162	84544	84738	-	nan
OG_460	3300007797_____Ga0105663_100162	85572	85817	-	TRX
OG_96	3300007797_____Ga0105663_100162	86246	86980	-	nan
OG_601	3300007797_____Ga0105663_100162	87078	87389	-	nan
OG_1161	3300007797_____Ga0105663_100162	87611	88024	-	nan
OG_139	3300007797_____Ga0105663_100162	88025	88312	-	nan
OG_1739	3300007797_____Ga0105663_100162	93253	93468	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_148	3300007804_____Ga0105665_100100	81597	82286	-	nan
OG_816	3300007804_____Ga0105665_100100	84063	84314	-	nan
OG_1092	3300007804_____Ga0105665_100100	89197	89301	+	nan
OG_3015	3300007804_____Ga0105665_100100	90214	90489	+	nan
OG_1093	3300007804_____Ga0105665_100100	91407	91517	+	nan
OG_2041	3300007804_____Ga0105665_100100	91923	92123	+	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_4176	3300008098_____Ga0114255_100096	65	946	-	nan
OG_3768	3300008098_____Ga0114255_100096	1519	1893	-	nan
OG_3769	3300008098_____Ga0114255_100096	2065	2289	-	nan
OG_3969	3300008098_____Ga0114255_100096	4362	4646	-	nan
OG_3770	3300008098_____Ga0114255_100096	4647	4913	-	nan
OG_784	3300008098_____Ga0114255_100096	4919	5257	-	nan
OG_1471	3300008098_____Ga0114255_100096	5262	5525	-	nan
OG_1882	3300008098_____Ga0114255_100096	5509	5868	-	nan
OG_1883	3300008098_____Ga0114255_100096	6625	6849	-	nan
OG_255	3300008098_____Ga0114255_100096	9803	10114	+	nan
OG_3771	3300008098_____Ga0114255_100096	12251	12673	+	nan
OG_341	3300008098_____Ga0114255_100096	13920	16352	+	nan
OG_1189	3300008098_____Ga0114255_100096	67500	67814	-	nan
OG_3777	3300008098_____Ga0114255_100096	67823	68032	-	nan
OG_783	3300008098_____Ga0114255_100096	70829	71068	-	nan
OG_232	3300008098_____Ga0114255_100096	72124	72312	-	nan
OG_3772	3300008098_____Ga0114255_100096	72453	72716	-	nan
OG_3778	3300008098_____Ga0114255_100096	72742	72975	+	nan
OG_1878	3300008098_____Ga0114255_100096	80426	80674	-	nan
OG_3773	3300008098_____Ga0114255_100096	81527	81667	-	nan
OG_781	3300008098_____Ga0114255_100096	85906	86160	-	nan
UG_14	3300008098_____Ga0114255_100096	90617	90970	-	nan
OG_779	3300008098_____Ga0114255_100096	91632	91772	-	nan
OG_777	3300008098_____Ga0114255_100096	91781	92215	-	nan
OG_3774	3300008098_____Ga0114255_100096	92707	92796	-	nan
OG_776	3300008098_____Ga0114255_100096	94129	94653	-	nan
OG_787	3300008098_____Ga0114255_100096	95104	95490	-	nan
OG_774	3300008098_____Ga0114255_100096	95451	95708	-	nan
OG_712	3300008098_____Ga0114255_100096	95698	96060	-	nan
OG_3775	3300008098_____Ga0114255_100096	96101	96454	-	nan
OG_775	3300008098_____Ga0114255_100096	96456	96770	-	nan
OG_3776	3300008098_____Ga0114255_100096	96785	96970	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_1727	3300008100_____Ga0114174_100025	35544	35765	-	nan
OG_892	3300008100_____Ga0114174_100025	43931	44158	-	nan
OG_847	3300008100_____Ga0114174_100025	55591	55911	-	nan
OG_3121	3300008100_____Ga0114174_100025	58635	58835	-	nan
OG_3206	3300008100_____Ga0114174_100025	59488	59655	+	nan
OG_204	3300008100_____Ga0114174_100025	60654	61316	-	p5
OG_1773	3300008100_____Ga0114174_100025	61456	61992	-	nan
OG_1730	3300008100_____Ga0114174_100025	61999	62253	-	nan
OG_1729	3300008100_____Ga0114174_100025	62250	62480	-	nan
OG_174	3300008100_____Ga0114174_100025	84340	84657	+	nan
OG_980	3300008100_____Ga0114174_100025	89973	90515	+	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_12	3300008101_____Ga0114024_100218	1890	2420	-	39eps
OG_853	3300008101_____Ga0114024_100218	13680	13916	-	nan
OG_898	3300008101_____Ga0114024_100218	20681	21079	-	nan
OG_221	3300008101_____Ga0114024_100218	27021	27194	-	nan
OG_220	3300008101_____Ga0114024_100218	27175	27321	-	MCP
OG_889	3300008101_____Ga0114024_100218	32854	33054	-	nan
OG_901	3300008101_____Ga0114024_100218	33474	33746	-	nan
OG_3416	3300008101_____Ga0114024_100218	34963	35121	+	nan
OG_3415	3300008101_____Ga0114024_100218	35558	35728	+	nan
OG_3017	3300008101_____Ga0114024_100218	38700	38861	+	nan
OG_856	3300008101_____Ga0114024_100218	39159	39344	+	nan
OG_890	3300008101_____Ga0114024_100218	43317	43538	+	nan
OG_852	3300008101_____Ga0114024_100218	53939	54451	+	nan
OG_894	3300008101_____Ga0114024_100218	61882	62118	+	nan
OG_895	3300008101_____Ga0114024_100218	94403	94543	-	nan
OG_896	3300008101_____Ga0114024_100218	97734	98357	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_1347	3300008268_____Ga0111491_1000143	1495	1659	-	nan
OG_1357	3300008268_____Ga0111491_1000143	2950	3039	-	nan
UG_15	3300008268_____Ga0111491_1000143	6453	6671	+	nan
OG_1361	3300008268_____Ga0111491_1000143	6912	7043	-	nan
UG_16	3300008268_____Ga0111491_1000143	36182	36274	+	nan
UG_17	3300008268_____Ga0111491_1000143	36255	36527	+	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_273	3300008272_____Ga0111092_1000191	21975	22166	-	nan
OG_466	3300008272_____Ga0111092_1000191	59052	59195	+	nan
UG_18	3300008272_____Ga0111092_1000191	95010	95117	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_981	3300008479_____Ga0114883_1000174	5347	5673	+	nan
OG_2040	3300008479_____Ga0114883_1000174	62093	62218	-	nan
OG_1788	3300008479_____Ga0114883_1000174	65431	65829	+	nan
OG_1726	3300008479_____Ga0114883_1000174	68603	68977	-	nan
OG_3707	3300008479_____Ga0114883_1000174	70571	70714	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_3793	3300008497_____Ga0111011_100058	759	983	+	nan
OG_11	3300008497_____Ga0111011_100058	986	1381	+	ZnMc
OG_209	3300008497_____Ga0111011_100058	11260	13254	+	lysozyme_gene42_IAS
OG_53	3300008497_____Ga0111011_100058	44979	45578	-	RepB
OG_3966	3300008497_____Ga0111011_100058	46449	46640	-	nan
OG_1797	3300008497_____Ga0111011_100058	46641	46784	-	nan
OG_3119	3300008497_____Ga0111011_100058	46867	47052	-	nan
OG_967	3300008497_____Ga0111011_100058	47521	48249	-	RNA_lig
OG_3115	3300008497_____Ga0111011_100058	48230	48460	-	nan
OG_299	3300008497_____Ga0111011_100058	48441	48605	-	dGMP_kinase
OG_3147	3300008497_____Ga0111011_100058	51778	51957	-	nan
OG_433	3300008497_____Ga0111011_100058	51944	52423	-	NrdG
OG_3114	3300008497_____Ga0111011_100058	60431	61393	-	rIIB
OG_3160	3300008497_____Ga0111011_100058	61381	63156	-	rIIA
OG_629	3300008497_____Ga0111011_100058	68860	69204	-	nan
OG_838	3300008497_____Ga0111011_100058	73528	73860	-	nan
OG_259	3300008497_____Ga0111011_100058	73903	74076	-	nan
OG_34	3300008497_____Ga0111011_100058	74073	74546	-	nan
OG_158	3300008497_____Ga0111011_100058	74603	75025	-	nan
UG_19	3300008497_____Ga0111011_100058	75031	75132	-	nan
OG_308	3300008497_____Ga0111011_100058	76047	76721	-	19eps
OG_648	3300008497_____Ga0111011_100058	76853	77038	-	nan
OG_3236	3300008497_____Ga0111011_100058	77667	77846	-	nan
OG_3967	3300008497_____Ga0111011_100058	77941	78147	-	nan
OG_4789	3300008497_____Ga0111011_100058	78935	79270	-	nan
OG_3968	3300008497_____Ga0111011_100058	80297	80602	-	nan
UG_20	3300008497_____Ga0111011_100058	94908	95045	+	nan
OG_625	3300008497_____Ga0111011_100058	94993	95415	+	nan
OG_258	3300008497_____Ga0111011_100058	95755	95949	+	nan
OG_612	3300008497_____Ga0111011_100058	96370	96474	+	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_2870	3300008513_____Ga0111022_100102	7342	7611	-	nan
OG_199	3300008513_____Ga0111022_100102	10777	11010	-	nan
OG_1889	3300008513_____Ga0111022_100102	11020	11151	-	nan
OG_1891	3300008513_____Ga0111022_100102	11341	11853	-	nan
OG_1095	3300008513_____Ga0111022_100102	12205	12294	+	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_3393	3300008523_____Ga0115231_1000095	15936	16715	+	nan
OG_2393	3300008523_____Ga0115231_1000095	16918	17256	+	nan
OG_359	3300008523_____Ga0115231_1000095	18397	18711	+	nan
OG_2392	3300008523_____Ga0115231_1000095	19198	19419	+	nan
OG_1413	3300008523_____Ga0115231_1000095	59818	59970	-	nan
OG_2400	3300008523_____Ga0115231_1000095	63563	65047	-	nan
OG_3063	3300008523_____Ga0115231_1000095	80254	80415	-	nan
OG_2394	3300008523_____Ga0115231_1000095	86110	86253	-	nan
UG_21	3300008523_____Ga0115231_1000095	86617	86811	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_1176	3300008561_____Ga0111060_100089	83	472	+	nan
OG_2548	3300008561_____Ga0111060_100089	1034	1201	+	nan
OG_1367	3300008561_____Ga0111060_100089	1228	1458	+	nan
OG_3528	3300008561_____Ga0111060_100089	1436	2653	+	portal
OG_628	3300008561_____Ga0111060_100089	4702	5103	+	nan
OG_2022	3300008561_____Ga0111060_100089	22894	23112	+	nan
OG_1163	3300008561_____Ga0111060_100089	27777	28046	+	nan
OG_3192	3300008561_____Ga0111060_100089	28482	28901	+	Radical_SAM
OG_1528	3300008561_____Ga0111060_100089	29338	29550	+	nan
OG_3118	3300008561_____Ga0111060_100089	29547	30116	+	nan
OG_360	3300008561_____Ga0111060_100089	55149	55694	-	nan
OG_355	3300008561_____Ga0111060_100089	70181	70555	-	nan
OG_272	3300008561_____Ga0111060_100089	71596	72450	-	nan
OG_640	3300008561_____Ga0111060_100089	83299	83613	-	nan
UG_22	3300008561_____Ga0111060_100089	88677	88883	+	nan
OG_2547	3300008561_____Ga0111060_100089	90370	90522	-	nan
OG_4579	3300008561_____Ga0111060_100089	92407	92679	+	nan
OG_1181	3300008561_____Ga0111060_100089	92888	93070	+	nan
OG_4623	3300008561_____Ga0111060_100089	93067	93219	+	nan
OG_3683	3300008561_____Ga0111060_100089	95158	95385	+	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_4857	3300011980_____Ga0119777_1000092	2	256	-	nan
UG_23	3300011980_____Ga0119777_1000092	275	472	-	nan
UG_24	3300011980_____Ga0119777_1000092	874	1296	-	nan
OG_785	3300011980_____Ga0119777_1000092	2094	2588	-	nan
OG_786	3300011980_____Ga0119777_1000092	64238	64612	-	nan
OG_4175	3300011980_____Ga0119777_1000092	64656	64895	-	nan
UG_25	3300011980_____Ga0119777_1000092	80409	80522	-	nan
UG_26	3300011980_____Ga0119777_1000092	88741	89082	-	nan
UG_27	3300011980_____Ga0119777_1000092	89414	89893	-	nan
UG_28	3300011980_____Ga0119777_1000092	90784	91371	-	nan
OG_588	3300011980_____Ga0119777_1000092	91999	92217	-	nan
UG_29	3300011980_____Ga0119777_1000092	92653	92862	-	nan
UG_30	3300011980_____Ga0119777_1000092	93159	94223	-	nan
UG_31	3300011980_____Ga0119777_1000092	95144	96163	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_301	3300014536_____Ga0134370_100043	3117	3701	-	nan
OG_887	3300014536_____Ga0134370_100043	3968	4411	+	nan
OG_3139	3300014536_____Ga0134370_100043	16893	17150	+	nan
OG_877	3300014536_____Ga0134370_100043	75680	76057	-	nan
OG_876	3300014536_____Ga0134370_100043	76038	76166	-	nan
UG_32	3300014536_____Ga0134370_100043	96789	97055	+	nan
OG_854	3300014536_____Ga0134370_100043	98556	98654	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_223	3300014537_____Ga0134397_100086	164	433	-	nan
UG_33	3300014537_____Ga0134397_100086	3941	4081	-	nan
OG_2231	3300014537_____Ga0134397_100086	97488	97982	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_878	3300014538_____Ga0134452_100100	993	1151	-	nan
OG_880	3300014538_____Ga0134452_100100	3310	3579	-	nan
OG_881	3300014538_____Ga0134452_100100	5606	5728	-	nan
OG_4784	3300014538_____Ga0134452_100100	6986	7396	-	nan
OG_871	3300014538_____Ga0134452_100100	9749	10072	+	nan
OG_870	3300014538_____Ga0134452_100100	10085	11332	+	nan
OG_309	3300014538_____Ga0134452_100100	12881	13150	+	nan
OG_874	3300014538_____Ga0134452_100100	13178	13573	+	nan
OG_1774	3300014538_____Ga0134452_100100	13575	13703	+	nan
OG_3014	3300014538_____Ga0134452_100100	13696	13890	+	nan
OG_761	3300014538_____Ga0134452_100100	15675	16157	+	nan
OG_4163	3300014538_____Ga0134452_100100	22227	22325	+	nan
OG_1772	3300014538_____Ga0134452_100100	36194	36469	+	nan
OG_1776	3300014538_____Ga0134452_100100	73305	73739	-	nan
OG_884	3300014538_____Ga0134452_100100	90239	90514	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_1478	3300014541_____Ga0134391_100054	12313	12405	-	nan
OG_4371	3300014541_____Ga0134391_100054	49528	49689	-	nan
OG_202	3300014541_____Ga0134391_100054	51435	52055	+	BACON
OG_426	3300014541_____Ga0134391_100054	69861	70463	+	BACON
OG_231	3300014541_____Ga0134391_100054	74728	75009	+	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_1191	3300014750_____Ga0134554_100011	14835	15071	-	nan
OG_208	3300014750_____Ga0134554_100011	15092	16501	-	nan
OG_4491	3300014750_____Ga0134554_100011	20108	20311	-	nan
OG_1201	3300014750_____Ga0134554_100011	23918	24022	+	nan
OG_1185	3300014750_____Ga0134554_100011	24519	24791	+	nan
OG_178	3300014750_____Ga0134554_100011	24878	25198	+	nan
OG_1612	3300014750_____Ga0134554_100011	25185	25313	+	nan
OG_3022	3300014750_____Ga0134554_100011	25518	25709	+	nan
OG_1610	3300014750_____Ga0134554_100011	25795	25968	+	nan
OG_179	3300014750_____Ga0134554_100011	26045	26320	+	nan
OG_1608	3300014750_____Ga0134554_100011	26824	26970	+	nan
OG_1607	3300014750_____Ga0134554_100011	27070	27819	+	nan
OG_1964	3300014750_____Ga0134554_100011	27899	28084	+	nan
OG_765	3300014750_____Ga0134554_100011	29346	29570	+	nan
OG_1193	3300014750_____Ga0134554_100011	33708	33914	+	nan
OG_2656	3300014750_____Ga0134554_100011	39896	40255	+	nan
OG_192	3300014750_____Ga0134554_100011	89957	90211	-	nan
OG_177	3300014750_____Ga0134554_100011	90211	93126	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_3136	3300014761_____Ga0134438_100058	55966	56361	+	nan
OG_855	3300014761_____Ga0134438_100058	65421	65606	-	nan
OG_1033	3300014761_____Ga0134438_100058	67197	67379	-	nan
OG_3204	3300014761_____Ga0134438_100058	67612	67806	-	nan
OG_3205	3300014761_____Ga0134438_100058	68972	69109	+	nan
UG_34	3300014761_____Ga0134438_100058	69296	69484	+	nan
OG_2227	3300014761_____Ga0134438_100058	70126	70257	+	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_185	3300014951_____Ga0169829_100159	12145	12363	-	nan
OG_3420	3300014951_____Ga0169829_100159	25023	25358	-	nan
OG_157	3300014951_____Ga0169829_100159	28207	28848	-	nan
OG_3199	3300014951_____Ga0169829_100159	29795	30010	+	nan
OG_705	3300014951_____Ga0169829_100159	30484	31179	+	nan
OG_3198	3300014951_____Ga0169829_100159	32925	33860	+	nan
OG_685	3300014951_____Ga0169829_100159	33933	34085	+	nan
OG_263	3300014951_____Ga0169829_100159	34102	34485	+	nan
OG_262	3300014951_____Ga0169829_100159	34630	35160	+	nan
OG_686	3300014951_____Ga0169829_100159	35588	35815	+	nan
OG_2136	3300014951_____Ga0169829_100159	35953	36099	+	nan
OG_687	3300014951_____Ga0169829_100159	36077	36388	+	nan
OG_688	3300014951_____Ga0169829_100159	36390	36641	+	nan
OG_539	3300014951_____Ga0169829_100159	49181	49534	+	nan
OG_689	3300014951_____Ga0169829_100159	49888	50166	+	nan
OG_2141	3300014951_____Ga0169829_100159	50475	50753	+	nan
OG_690	3300014951_____Ga0169829_100159	50755	51054	+	nan
OG_699	3300014951_____Ga0169829_100159	51044	51220	+	nan
OG_3745	3300014951_____Ga0169829_100159	51207	51539	+	nan
OG_692	3300014951_____Ga0169829_100159	51490	51660	+	nan
OG_693	3300014951_____Ga0169829_100159	53622	53774	+	nan
OG_694	3300014951_____Ga0169829_100159	53765	54010	+	nan
OG_3957	3300014951_____Ga0169829_100159	53994	54185	+	nan
OG_695	3300014951_____Ga0169829_100159	55315	55479	+	nan
OG_696	3300014951_____Ga0169829_100159	55548	55733	+	nan
OG_3959	3300014951_____Ga0169829_100159	55730	55909	+	nan
OG_700	3300014951_____Ga0169829_100159	56177	56392	+	nan
OG_697	3300014951_____Ga0169829_100159	88787	88954	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_4388	crAss001_MH675552	279	680	-	nan
OG_3128	crAss001_MH675552	68996	69481	-	nan
OG_2530	crAss001_MH675552	70342	70761	-	nan
OG_2023	crAss001_MH675552	98818	99120	-	nan
OG_2549	crAss001_MH675552	101141	101242	-	nan
OG_3965	crAss001_MH675552	101850	101984	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_73	ERR844030_ms_2	16341	16859	-	nan
OG_2013	ERR844030_ms_2	21971	22417	-	nan
OG_4498	ERR844030_ms_2	22410	22505	-	nan
OG_4499	ERR844030_ms_2	24904	25056	+	nan
UG_35	ERR844030_ms_2	55373	55462	+	nan
UG_36	ERR844030_ms_2	98420	98527	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_3339	ERR844046_ms_1	35410	35544	-	nan
UG_37	ERR844046_ms_1	60036	60194	+	nan
OG_3252	ERR844046_ms_1	62178	62465	-	nan
UG_38	ERR844046_ms_1	63847	64011	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_481	ERR844054_ms_1	3	125	+	nan
OG_212	ERR844054_ms_1	57554	57865	-	nan
OG_755	ERR844054_ms_1	57862	58137	-	nan
OG_3531	ERR844054_ms_1	58372	58854	+	nan
GeneID	Genome	Start	End	Strand	Annotation
UG_39	ERR844065_ms_1	3	74	+	nan
OG_3163	ERR844065_ms_1	594	875	+	nan
OG_1026	ERR844065_ms_1	2197	2475	+	nan
OG_2740	ERR844065_ms_1	2472	2588	+	nan
OG_2306	ERR844065_ms_1	3619	3834	+	nan
OG_2738	ERR844065_ms_1	4540	4689	+	nan
OG_3755	ERR844065_ms_1	7024	8535	+	nan
OG_16	ERR844065_ms_1	8913	9722	+	nan
OG_1175	ERR844065_ms_1	10674	11039	+	nan
OG_3174	ERR844065_ms_1	73828	74028	-	nan
OG_2739	ERR844065_ms_1	95239	95610	-	nan
OG_1805	ERR844065_ms_1	97165	97350	+	nan
UG_40	ERR844065_ms_1	97828	97899	-	nan
GeneID	Genome	Start	End	Strand	Annotation
GeneID	Genome	Start	End	Strand	Annotation
UG_41	Fferm_crAss_ms_6	675	998	-	nan
OG_1625	Fferm_crAss_ms_6	1095	1520	-	nan
UG_42	Fferm_crAss_ms_6	1718	1861	-	nan
OG_1624	Fferm_crAss_ms_6	2134	2391	-	nan
OG_1623	Fferm_crAss_ms_6	2397	2660	-	nan
UG_43	Fferm_crAss_ms_6	2790	3014	-	nan
OG_1622	Fferm_crAss_ms_6	3014	3262	-	nan
UG_44	Fferm_crAss_ms_6	3243	3518	-	nan
OG_1621	Fferm_crAss_ms_6	3523	3735	-	nan
OG_3455	Fferm_crAss_ms_6	3768	4067	-	nan
UG_45	Fferm_crAss_ms_6	4069	4236	+	nan
OG_2667	Fferm_crAss_ms_6	4329	4508	-	nan
UG_46	Fferm_crAss_ms_6	4505	4624	-	nan
OG_3456	Fferm_crAss_ms_6	4637	4801	-	nan
OG_2609	Fferm_crAss_ms_6	5333	5602	-	nan
OG_1620	Fferm_crAss_ms_6	6160	6495	-	nan
OG_1649	Fferm_crAss_ms_6	6696	7151	-	nan
UG_47	Fferm_crAss_ms_6	7239	7493	+	nan
OG_1648	Fferm_crAss_ms_6	7477	7668	+	nan
OG_1647	Fferm_crAss_ms_6	7655	7837	+	nan
OG_1646	Fferm_crAss_ms_6	7776	7994	+	nan
OG_1645	Fferm_crAss_ms_6	10677	11069	+	nan
OG_68	Fferm_crAss_ms_6	11073	12557	+	nan
OG_1644	Fferm_crAss_ms_6	12532	12810	+	nan
OG_455	Fferm_crAss_ms_6	20442	22559	+	nan
OG_1146	Fferm_crAss_ms_6	22562	22843	+	nan
OG_1614	Fferm_crAss_ms_6	22959	24719	+	nan
OG_31	Fferm_crAss_ms_6	34780	34977	+	nan
OG_1618	Fferm_crAss_ms_6	34980	35297	+	nan
OG_1643	Fferm_crAss_ms_6	35290	35553	+	nan
OG_1642	Fferm_crAss_ms_6	35528	35824	+	nan
OG_164	Fferm_crAss_ms_6	36350	37282	+	nan
OG_1641	Fferm_crAss_ms_6	66297	66623	-	nan
OG_923	Fferm_crAss_ms_6	66625	67656	-	nan
OG_1640	Fferm_crAss_ms_6	71897	72223	-	nan
OG_1639	Fferm_crAss_ms_6	77929	78219	-	nan
OG_869	Fferm_crAss_ms_6	79278	80738	-	nan
OG_2447	Fferm_crAss_ms_6	80748	82226	-	nan
OG_3452	Fferm_crAss_ms_6	82230	83033	-	COOH_NH2_lig
OG_4149	Fferm_crAss_ms_6	83033	83665	-	nan
OG_1637	Fferm_crAss_ms_6	83670	84572	-	nan
OG_1368	Fferm_crAss_ms_6	85576	86334	-	nan
OG_1636	Fferm_crAss_ms_6	86359	86601	-	nan
OG_1635	Fferm_crAss_ms_6	88514	88774	-	nan
OG_1634	Fferm_crAss_ms_6	92365	92613	-	nan
OG_1633	Fferm_crAss_ms_6	92616	93089	-	nan
OG_1632	Fferm_crAss_ms_6	93096	93428	-	nan
OG_1631	Fferm_crAss_ms_6	93428	93619	-	nan
OG_112	Fferm_crAss_ms_6	94181	94804	-	52eps
OG_1630	Fferm_crAss_ms_6	94810	94977	-	nan
OG_1629	Fferm_crAss_ms_6	94977	95405	-	nan
OG_1628	Fferm_crAss_ms_6	95426	95695	-	nan
OG_1296	Fferm_crAss_ms_6	95658	96023	-	nan
OG_1619	Fferm_crAss_ms_6	96530	97051	-	nan
OG_1627	Fferm_crAss_ms_6	97054	97209	-	nan
OG_3444	Fferm_crAss_ms_6	97403	97546	-	nan
OG_3453	Fferm_crAss_ms_6	97645	98202	-	nan
OG_1626	Fferm_crAss_ms_6	98159	98461	-	nan
OG_1349	Fferm_crAss_ms_6	98894	99151	-	nan
OG_45	Fferm_crAss_ms_6	99833	100057	-	nan
UG_48	Fferm_crAss_ms_6	101087	101338	-	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_4060	HvCF_A5_ms_3	1	132	+	nan
OG_743	HvCF_A5_ms_3	23429	23941	+	nan
OG_1399	HvCF_A5_ms_3	84170	84631	-	nan
UG_49	HvCF_A5_ms_3	89685	89780	+	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_1615	HvCF_C12_ms_3	2460	2759	+	nan
OG_3440	HvCF_C12_ms_3	5963	6160	+	nan
OG_3125	HvCF_C12_ms_3	45109	45426	-	nan
OG_2177	HvCF_C12_ms_3	47322	47678	-	nan
OG_3045	HvCF_C12_ms_3	52636	52875	-	nan
UG_50	HvCF_C12_ms_3	64876	65109	-	nan
OG_3441	HvCF_C12_ms_3	70728	71228	-	nan
OG_1166	HvCF_C12_ms_3	72464	72895	-	nan
OG_1613	HvCF_C12_ms_3	75490	75714	-	nan
OG_3536	HvCF_C12_ms_3	76117	76365	-	nan
OG_3442	HvCF_C12_ms_3	78194	78451	-	nan
OG_3443	HvCF_C12_ms_3	81227	81565	-	nan
OG_3540	HvCF_C12_ms_3	82082	82231	+	nan
OG_793	HvCF_C12_ms_3	87108	87479	+	nan
UG_51	HvCF_C12_ms_3	87917	88036	+	nan
OG_666	HvCF_C12_ms_3	91011	91154	+	nan
GeneID	Genome	Start	End	Strand	Annotation
OG_1401	HvCF_C12_ms_4	43388	43897	-	nan
OG_2184	HvCF_C12_ms_4	43909	44193	-	nan
OG_4062	HvCF_C12_ms_4	44283	45440	-	nan
OG_4818	HvCF_C12_ms_4	53366	53818	-	nan
OG_165	HvCF_C12_ms_4	66020	66325	-	nan
